"","x","y"
"1",3.84799290673508,2.21269990291349
"2",3.97301388348826,2.22466697592873
"3",4.09803486024143,2.22054833292643
"4",4.30119394746535,2.24267577924578
"5",4.42621492421852,2.26000475760019
"6",4.50435303468926,2.27016513090431
"7",4.64500163353658,2.2702233246985
"8",4.78565023238391,2.27564342383188
"9",4.97318169751367,2.28823212801556
"10",5.09820267426685,2.27875157967409
"11",5.25447889520832,2.28298661026478
"12",5.30136176149076,2.29015521531508
"13",5.41075511614979,2.30866926221218
"14",5.56703133709126,2.31290429280287
"15",5.70767993593859,2.30223867591872
"16",5.84832853478591,2.30229686971292
"17",6.02023237782153,2.30534683176092
"18",6.30152957551618,2.31618703002768
"19",6.50468866274009,2.31150494965114
"20",6.66096488368156,2.2996542642243
"21",6.81724110462303,2.30388929481499
"22",6.94226208137621,2.32121827316941
"23",7.12979354650597,2.31772126133555
"24",7.33295263372989,2.30767727561984
"25",7.45797361048306,2.29819672727837
"26",7.62987745351868,2.28516097330885
"27",7.91117465121333,2.30136307691478
"28",7.98931276168406,2.31152345021889
"29",8.25498233728456,2.35572014906338
"30",8.41125855822604,2.37604089567161
"31",8.55190715707336,2.38682290014416
"32",8.69255575592068,2.38151918859918
"33",8.81757673267386,2.3988481669536
"34",8.8644595989563,2.43282629869978
"35",8.8644595989563,2.50789297344826
"36",8.70818337801483,2.60017223896275
"37",8.6300452675441,2.64363091905041
"38",8.61441764544995,2.69843504098486
"39",8.47376904660262,2.74127208990408
"40",8.34874806984945,2.79364788095897
"41",8.12996136053139,2.85849598860914
"42",7.98931276168406,2.89060922685
"43",7.89554702911918,2.92452916480199
"44",7.70801556398942,3.01381666206267
"45",7.69238794189527,3.03644935196206
"46",7.5361117209538,3.06974765874561
"47",7.33295263372989,3.14413450853145
"48",7.17667641278841,3.1988804366717
"49",7.09853830231768,3.231615306081
"50",6.84849634881133,3.32028117217325
"51",6.84849634881133,3.32028117217325
"52",6.84849634881133,3.36853832022584
"53",6.66096488368156,3.41493057477311
"54",6.53594390692838,3.44049683913211
"55",6.33278481970447,3.50952178357877
"56",6.25464670923374,3.54225665298807
"57",6.25464670923374,3.54225665298807
"58",6.48906104064594,3.53520443552617
"59",6.41092293017521,3.584025020953
"60",6.14525335457471,3.67387595558793
"61",5.98897713363323,3.75543141042407
"62",5.94209426735079,3.78043423740883
"63",5.94209426735079,3.78579614274801
"64",6.05148762200982,3.77750066294922
"65",5.86395615688006,3.83461672817484
"66",5.6139142033737,3.94473021562379
"67",5.53577609290297,3.99355080105063
"68",5.53577609290297,3.99355080105063
"69",5.78581804640932,3.93169446165427
"70",5.81707329059762,3.9293243245689
"71",5.645169447562,4.03887437464361
"72",5.48889322662053,4.09362030278386
"73",5.3482446277732,4.14181925704226
"74",5.02006456379611,4.23641046584792
"75",5.09820267426685,4.24657083915203
"76",5.30136176149076,4.21507923207961
"77",5.3794998719615,4.19843007868784
"78",5.41075511614979,4.23359327897671
"79",5.22322365102003,4.29607124954151
"80",5.05131980798441,4.35736415156362
"81",4.97318169751367,4.39009902097293
"82",4.94192645332538,4.42464059009336
"83",5.17634078473758,4.4068645619531
"84",5.00443694170197,4.48424317999274
"85",4.94192645332538,4.53187869687689
"86",4.77002261028976,4.61461922025572
"87",4.66062925563073,4.65508613208957
"88",4.58249114515999,4.71463052819476
"89",4.58249114515999,4.72535433887311
"90",4.73876736610146,4.67060841073286
"91",4.8169054765722,4.69149259471532
"92",4.66062925563073,4.74623852285557
"93",4.58249114515999,4.79505910828241
"94",4.48872541259511,4.85578857293028
"95",4.42621492421852,4.89270027913608
"96",4.61374638934829,4.84630802458881
"97",4.77002261028976,4.7808382857702
"98",4.84816072076049,4.79099865907432
"99",4.64500163353658,4.90291884623439
"100",4.53560827887755,4.98091909544248
"101",4.53560827887755,5.00236671679919
"102",4.66062925563073,4.92854330438759
"103",4.73876736610146,4.85291319226487
"104",4.86378834285464,4.75764215849657
"105",4.94192645332538,4.71418347840891
"106",5.02006456379611,4.69217241967796
"107",5.06694743007855,4.67253149803238
"108",5.14508554054929,4.64515853396225
"109",5.3794998719615,4.55767773641269
"110",5.41075511614979,4.55530759932732
"111",5.56703133709126,4.50056167118707
"112",5.70767993593859,4.43091509557197
"113",5.70767993593859,4.43091509557197
"114",5.89521140106835,4.40597046238141
"115",6.05148762200982,4.32977691288445
"116",6.12962573248056,4.30240394881432
"117",6.20776384295129,4.27503098474419
"118",6.28590195342203,4.23693420999571
"119",6.41092293017521,4.18992032428
"120",6.50468866274009,4.15600038632801
"121",6.66096488368156,4.10125445818776
"122",6.707847749964,4.08697544188135
"123",6.86412397090547,4.05903904043698
"124",6.94226208137621,4.02630417102768
"125",7.06728305812938,3.98465219065115
"126",7.06728305812938,3.96320456929444
"127",7.22355927907086,3.89237292513665
"128",7.30169738954159,3.83282852903146
"129",7.42671836629477,3.79653845399411
"130",7.5048564767655,3.78525120594151
"131",7.55173934304795,3.76024837895675
"132",7.66113269770698,3.7197814671229
"133",7.77052605236601,3.69003836596741
"134",7.84866416283674,3.68411302325399
"135",8.0987061163431,3.6061709678401
"136",8.12996136053139,3.60380083075473
"137",8.45814142450848,3.49848581127072
"138",8.45814142450848,3.49848581127072
"139",8.58316240126165,3.44611002021583
"140",8.8644595989563,3.3604359223774
"141",8.8644595989563,3.3604359223774
"142",9.14575679665095,3.26939991919979
"143",9.22389490712169,3.2313031444513
"144",9.4270539943456,3.17836391602218
"145",9.4270539943456,3.17836391602218
"146",9.66146832575781,3.10696883449015
"147",9.86462741298172,3.04866770072184
"148",9.86462741298172,3.04866770072184
"149",10.0990417443939,2.97191071385064
"150",10.2709455874295,2.9159797171677
"151",10.3022008316178,2.89216195872562
"152",10.53661516303,2.81540497185442
"153",10.5834980293125,2.77431642885213
"154",10.6772637618774,2.79401554429191
"155",10.8179123607247,2.81015945410364
"156",10.9429333374779,2.84357414847558
"157",10.9741885816662,2.89482306478199
"158",10.9741885816662,2.93235640215622
"159",10.9741885816662,2.93235640215622
"160",11.1148371805135,2.98067174400302
"161",11.1148371805135,2.99139555468137
"162",11.1148371805135,3.07182413476902
"163",11.1773476688901,3.088531481955
"164",11.1929752909842,3.1356035614649
"165",11.3023686456433,3.11658427098776
"166",11.3179962677374,3.09931348642755
"167",11.5055277328672,3.18696886535971
"168",11.4742724886789,3.23759615049766
"169",11.599293465432,3.32462989826138
"170",11.6618039538086,3.29308009739476
"171",11.7399420642794,3.24425951196792
"172",11.8337077968443,3.25859672206853
"173",11.9431011515033,3.32536791701822
"174",11.9899840177857,3.35398414342523
"175",12.1462602387272,3.40647632206851
"176",12.1462602387272,3.40647632206851
"177",12.2400259712921,3.39936591081241
"178",12.2400259712921,3.48515639623924
"179",12.3963021922336,3.5430104802217
"180",12.5369507910809,3.62885915944273
"181",12.6307165236458,3.68609161225675
"182",12.6619717678341,3.63010242177962
"183",12.6619717678341,3.60329289508373
"184",12.7401098783048,3.61345326838784
"185",12.7869927445872,3.67424092682991
"186",12.865130855058,3.70048701615156
"187",12.9432689655287,3.76426644284744
"188",13.0214070759994,3.80123634284743
"189",13.0995451864702,3.83284433750825
"190",13.1464280527526,3.84001294255856
"191",13.3183318957882,3.81625337791068
"192",13.3183318957882,3.85378671528492
"193",13.396470006259,3.93365185799833
"194",13.4746081167297,3.97062175799833
"195",13.5996290934829,4.02548407372698
"196",13.5996290934829,4.06837931644039
"197",13.6777672039536,4.04636825770944
"198",13.7090224481419,4.02255049926737
"199",13.8809262911775,4.06313379868961
"200",13.9121815353658,4.09829699897849
"201",14.0684577563073,4.16151298830012
"202",14.1153406225897,4.20621493072467
"203",14.1153406225897,4.23838636275973
"204",14.1153406225897,4.23838636275973
"205",14.1934787330605,4.20028958801125
"206",14.2403615993429,4.17528676102649
"207",14.2716168435312,4.16755471860194
"208",14.3810101981902,4.15925923880315
"209",14.5060311749434,4.13905487978333
"210",14.5529140412259,4.1998425382254
"211",14.5841692854141,4.24572954919263
"212",14.6623073958849,4.18082324774826
"213",14.7091902621673,4.15045851542432
"214",14.7248178842615,4.1117401095074
"215",14.7873283726381,4.05874268728407
"216",14.7873283726381,4.04801887660572
"217",14.8654664831088,3.97775066982218
"218",14.9123493493912,3.88840497876729
"219",14.8654664831088,3.86515065769946
"220",14.8342112389205,3.84071126808894
"221",14.8654664831088,3.76863636159428
"222",14.8654664831088,3.72574111888086
"223",14.8654664831088,3.69893159218497
"224",14.8342112389205,3.56189219045174
"225",14.8342112389205,3.55116837977339
"226",14.7873283726381,3.4474854786179
"227",14.7248178842615,3.40933051007522
"228",14.5997969075083,3.33302057298986
"229",14.5997969075083,3.30621104629398
"230",14.5841692854141,3.19479610271394
"231",14.5216587970376,3.17808875552797
"232",14.3966378202844,3.13931215581685
"233",14.3184997098136,3.06480891844261
"234",14.2403615993429,3.02783901844262
"235",14.1622234888722,2.94261197039003
"236",14.0997130004956,2.92054271786488
"237",13.8027881807068,2.79292567067892
"238",13.9434367795541,2.84660291786489
"239",13.9903196458366,2.85913342825437
"240",13.8027881807068,2.7500304279655
"241",13.7402776923302,2.70115164874447
"242",13.5840014713887,2.65402137544036
"243",13.5214909830121,2.6587616496111
"244",13.396470006259,2.59853742854327
"245",13.3183318957882,2.58837705523916
"246",13.0995451864702,2.54062515076661
"247",12.9120137213404,2.53876025726128
"248",12.7401098783048,2.50890076851739
"249",12.4744403027043,2.43789454297701
"250",12.5056955468926,2.41943868987411
"251",12.6775993899282,2.39567912522623
"252",12.8182479887755,2.35284207630702
"253",12.8807584771521,2.31056846476204
"254",12.8807584771521,2.23013988467439
"255",12.9120137213404,2.22240784224984
"256",12.7869927445872,2.13537409448613
"257",12.7869927445872,2.13537409448613
"258",12.7869927445872,2.05494551439847
"259",12.8338756108697,2.03530459275289
"260",12.9120137213404,1.98112210198688
"261",12.9432689655287,1.94658053286645
"262",12.9432689655287,1.94658053286645
"263",12.8338756108697,2.00849506605701
"264",12.7401098783048,2.03169119333064
"265",12.6619717678341,2.06442606273994
"266",12.552578413175,2.08880725855626
"267",12.4275574364218,2.09828780689773
"268",12.3181640817628,2.10658328669652
"269",12.1775154829155,2.10116318756315
"270",12.0681221282565,2.10945866736193
"271",11.8180801747501,2.10161023734899
"272",11.8180801747501,2.09088642667064
"273",11.6618039538086,2.05984186938406
"274",11.380506756114,2.03827786043895
"275",11.1773476688901,2.02687422479796
"276",10.9429333374779,2.01784072624233
"277",10.8960504711954,2.01603402653121
"278",10.7085190060657,1.98199770099082
"279",10.6772637618774,1.97900593273701
"280",10.6772637618774,1.97900593273701
"281",10.3959665641827,1.93063239709602
"282",10.3334560758061,1.90856314457087
"283",10.1928074769588,1.87097161340243
"284",10.0677865002056,1.88045216174391
"285",9.94276552345245,1.88993271008538
"286",9.73960643622854,1.88389097978356
"287",9.73960643622854,1.88389097978356
"288",9.55207497109878,1.82304512754729
"289",9.55207497109878,1.89811180229577
"290",9.53644734900463,1.90465877617763
"291",9.47393686062804,1.90939905034836
"292",9.50519210481633,1.97673368267229
"293",9.41142637225145,1.96775837791087
"294",9.17701204083924,1.94800106867689
"295",9.17701204083924,1.94800106867689
"296",8.98948057570948,1.94077426983239
"297",8.83320435476801,1.90436780720663
"298",8.73943862220313,1.87930678642767
"299",8.69255575592068,1.86677627603819
"300",8.61441764544995,1.82444447069902
"301",8.47376904660262,1.80293865554811
"302",8.41125855822604,1.78623130836214
"303",8.30186520356701,1.78916488282175
"304",8.25498233728456,1.76591056175392
"305",8.25498233728456,1.75518675107556
"306",8.05182325006065,1.72769739941704
"307",7.98931276168406,1.71635195757024
"308",7.78615367446015,1.65132926853748
"309",7.70801556398942,1.64653080057255
"310",7.5048564767655,1.61904144891402
"311",7.5048564767655,1.61904144891402
"312",7.30169738954159,1.56474257055961
"313",7.30169738954159,1.56474257055961
"314",7.20793165697671,1.55576726579818
"315",7.02040019184694,1.54317856161451
"316",6.9735173255645,1.5360099565642
"317",6.81724110462303,1.52105111529516
"318",6.58282677321082,1.49056999538282
"319",6.56719915111668,1.49175506392551
"320",6.34841244179862,1.44400315945296
"321",6.22339146504544,1.42667418109854
"322",5.98897713363323,1.39083115584703
"323",5.98897713363323,1.33185019711609
"324",5.89521140106835,1.26925583896289
"325",5.77019042431517,1.25192686060847
"326",5.69205231384444,1.22031886594766
"327",5.6139142033737,1.22624420866107
"328",5.89521140106835,1.24780821760618
"329",5.98897713363323,1.28895495440267
